🧑🏼‍🦱|person-medium-light-skin-tone-curly-hair|🧑‍🦱|person-curly-hair|true|1
🧑🏽‍🦱|person-medium-skin-tone-curly-hair|🧑‍🦱|person-curly-hair|true|1
🧑🏾‍🦱|person-medium-dark-skin-tone-curly-hair|🧑‍🦱|person-curly-hair|true|1
🧑🏿‍🦱|person-dark-skin-tone-curly-hair|🧑‍🦱|person-curly-hair|true|1
👨‍🦱|man-curly-hair|👨‍🦱|man-curly-hair|false|1
👨🏻‍🦱|man-light-skin-tone-curly-hair|👨‍🦱|man-curly-hair|true|1
👨🏼‍🦱|man-medium-light-skin-tone-curly-hair|👨‍🦱|man-curly-hair|true|1
👨🏽‍🦱|man-medium-skin-tone-curly-hair|👨‍🦱|man-curly-hair|true|1
👨🏾‍🦱|man-medium-dark-skin-tone-curly-hair|👨‍🦱|man-curly-hair|true|1
👨🏿‍🦱|man-dark-skin-tone-curly-hair|👨‍🦱|man-curly-hair|true|1
🦱|curly-hair|🦱|curly-hair|false|1
👩‍🦰|woman-red-hair|👩‍🦰|woman-red-hair|false|1
